Q,Profit_Margin,Asset_Turnover,Financial_Leverage,ROA,ROE,Percent_Growth
Q1,0.0,0.0,2.9298225037141292,0.0,0.08628508874814293,-19.63869676669682
Q1,0.0,0.0,1.0495462623688436,0.0,-0.20856536738047493,-43.06748613424092
Q1,0.2848401152408391,0.010471500509500496,7.9613622558963995,0.0029827034118706263,0.023746382363800216,8.904816525275395
Q1,-0.3199250675263571,0.14780318390491967,1.1871555133458862,-0.047285943591392,-0.05613576863828359,-71.23287836211013
Q1,0.0027078410261738113,0.14578558362102947,2.447505349802595,0.0003947641843537164,0.0009661874531161789,4.765176098936128
Q1,0.15436444848209555,0.12758620689655173,7.669456996814579,0.019694774461508743,0.1510482257945033,-8.601629284557267
Q1,0.0,0.0,1.7334908114679455,0.0,0.0005372835959680952,-17.03659351883624
Q1,0.0,0.0,1.0563786160035329,0.0,-0.1246120005944332,81.59419349106646
Q1,0.0,0.39594918230960474,2.149173690110098,0.0,0.0,-26.769313231111227
Q1,0.2008256758556399,0.008503732627878744,3.9304817713839326,0.0017077678522894055,0.006712350413178997,8.48909766070526
Q2,0.0,0.3469564874354018,3.787955768081291,0.0,0.0,-24.596358436154546
Q1,0.0,0.0,1.5325999563264951,0.0,-0.4020263442585922,39.999993497675256
Q1,0.3477033865317244,0.009610906077616764,10.422087922799493,0.003341744590825681,0.034827955941124866,11.526146605087328
Q1,0.08071367884451996,0.1402470508797712,3.081828753289675,0.011319855423600905,0.03488585592753535,-33.33333333333333
Q1,-5150.331658291458,0.0015202328477246162,-0.09597628546018042,-7.829703363610668,0.7514658450944321,-99.0
Q1,-0.037967828374138174,0.3765646033813778,1.4309354539652859,-0.014297340232959565,-0.020458571036746143,-36.507935081269515
Q1,0.041582750417875,0.40551768906199287,1.7097603060153859,0.016862540854298287,0.028830903011241988,-15.117888962361054
Q3,0.07224428124670579,1.335311104381097,1.6473361721264246,0.09646859097675728,0.1589161993900811,-16.58563268793644
Q1,0.4608692312124297,0.008641624118809595,8.53152433706007,0.003982658664062568,0.033978149318652937,22.033286132664244
Q1,-0.12450602321481612,1.1597387224641724,-0.398568703165271,-0.14439445630224543,0.05755111119264036,266.66666666666663
Q3,0.0,0.0,3.2723981772647672,0.0,0.0,-58.82352966957026
FY,0.015236567762630313,1.6062687848862172,2.6168539325842697,0.0244740231859167,0.06404494382022471,-31.700077009022525
Q1,0.0992658793488669,0.009492069743838335,15.049814194195564,0.0009422386499628861,0.014180516608531108,5.625002002343506
