Q,Profit_Margin,Asset_Turnover,Financial_Leverage,ROA,ROE,Percent_Growth
Q3,-0.2887195433509978,0.504280929068355,1.5975137894130238,-0.14559575956123236,-0.23259123357913183,13.65776924943734
FY,0.13995718247629002,0.7202669952659883,1.9437819538817882,0.10080653928809104,0.19594593190146686,22.203370318120154
Q2,0.4626909830841466,0.08469152232693213,6.55663873986296,0.039186003724341174,0.2569284700794296,15.391277867551208
Q1,0.0,0.0,2.8652051563042673,0.0,0.035565024320865515,9.479115271297065
Q2,0.0,0.0,-0.8673644459372362,0.0,0.8254286985175973,71.1864275682837
FY,0.2650726411246038,0.033652643974900066,11.456272531513875,0.008920395219252747,0.10219447872057294,17.100976773713032
FY,0.28100070548651435,0.02943287684448637,12.47466684732362,0.008270659157798363,0.10317371760130073,9.066667556762695
FY,-0.024964777773955314,0.24926817716110472,1.8466039343004164,-0.0062229246489459026,-0.011491277139598542,-90.10610628227523
FY,0.05683427855273482,0.6944071670170948,1.653435954485544,0.039466130359265016,0.06525471892042226,15.67599392760656
Q1,0.0,0.0,3.039692502430189,0.0,0.042525683075395296,5.279131452665925
FY,0.0,2.0723239843761014,1.563563806332128,0.0,0.0,56.659832000892706
Q1,0.007289447812551204,0.32919879496951016,2.4490976779977425,0.002399677435884988,0.005877044436169501,7.9650285453849845
FY,0.0,0.0,1.8349164528877486,0.0,0.0,25.257797049940915
FY,0.0,0.0,3.2261764633252943,0.0,0.028254051873863047,23.563695834912863
FY,-0.03555938184087914,0.2373156578989,1.99269698794201,-0.00843879809604643,-0.01681596754784249,7.607610073015751
FY,0.0,1.8326213302866226,3.1073550976306246,0.0,0.0,-5.203900618208262
Q1,0.0683352632047742,0.22653227585538954,-5.0355548631385005,0.015480142694954561,-0.07795110782965638,91.66667991214389
FY,0.0,0.0,-0.0,0.0,0.8454735330591998,-16.749998308097286
FY,0.24709916663343834,0.039809737424629524,7.020126200834839,0.009836952941521957,0.06905665108115763,-2.6479762347928313
FY,0.7211598746081505,0.12109248960844231,1.4229346152807412,0.08732704462201302,0.12426067464282821,-11.538459294069238
FY,0.034771142310056596,1.0453054445376901,2.06995734564551,0.036346464369497,0.07523563090988312,20.922380032012992
Q3,0.0,1.7780572128088106,1.4537514428203024,0.0,0.0,-2.9411736347271384
Q1,1.2499899230118103,0.01173777112458152,1.1719482604896267,0.014672095624345904,0.017194936944689647,50.481637090706656
Q2,0.32548464449773207,0.4278174671841396,1.485958822340992,0.13924801621634983,0.20691681819016658,12.253827609287786
Q1,0.017395562876784128,0.2834741384898597,4.069268101377519,0.004931192200042566,0.02006634312139484,-4.044940136038968
Q2,0.0,0.20230074473142132,7.776125778310798,0.0,0.0,-17.629630477340132
Q2,0.0,0.0,4.734721393580561,0.0,-3.432529944805777,-22.727272727272727
FY,0.060892491515440496,0.34066847576823117,5.226267166042447,0.020744152270295062,0.10841448189762797,11.83765867411101
FY,0.0,0.0,1.5322425751378268,0.0,-0.5523386092833007,41.420119762303734
FY,0.12750674786410582,1.5401582107243166,1.3014565331604422,0.19638056464565778,0.2555807688438279,24.074079550240278
FY,0.256145911402761,0.034729871929983516,10.189093161816956,0.008895914698406794,0.09064130362164362,-1.6759783889817803
FY,-0.06530141975767487,0.7864721873081757,9.201452393760086,-0.051357750431147875,-0.4725658956428187,20.842561700187648
Q2,0.0,0.0,2.0877550758707875,0.0,-0.4124152820655009,-6.122449103716459
