year,sector,Profit_Margin,Asset_Turnover,Financial_Leverage,ROA,ROE,RNOA,NOAT,NOPM,Percent_Growth
18,1,0.22163940043941172,0.8807611966956483,7.977803515776801,0.19521138356592227,1.5573580621318683,0.9796147556156029,3.015022966198565,0.3249112085042363,-7.920436037148944
17,9,-3.583115849110368,0.07420879464925975,1.1690887165584682,-0.2658987082511393,-0.31085917956387904,-2.0017376537430045,1.3443480716458505,-1.4890025105569045,-9.574467365569404
17,8,-0.813975321888412,1.0862470862470863,3.3255813953488373,-0.8841783216783218,-2.940406976744186,-2.7424164524421593,-3.833419023136247,0.7153969957081545,-0.6451606948963502
18,1,-0.23613634319633062,1.2265857694429123,1.9349812158469946,-0.2896414782129068,-0.5604508196721312,-1.0340778263872898,4.628137232327884,-0.22343283582089551,-10.843370552245663
17,2,-2.7347457298765074,0.6573489155244371,4.604043146168489,-1.7976821397694074,-8.276606134594841,-0.745864314631895,7.058626429137321,-0.10566706173215795,-12.499998669539185
17,6,-8.822440523629831,0.08704569278915163,-0.4555248009979981,-0.7679554474704443,0.34982275238430266,-1.1133354512285856,-0.6363159135684808,1.74965834971023,2580.0000268220897
17,8,-48.94590081434715,0.19933700246686153,-0.12677459987502146,-9.756729151372278,1.236905434254178,0.46674502659996026,-0.06850689723686355,-6.813109999511186,-6.122448979591836
18,9,0.10163313367122306,0.41303754829132755,1.1531124045089571,0.04197830035672674,0.04840569886154439,0.24609478812933708,0.8003897829617599,0.30746867759691865,25.449546324003723
18,2,-0.07588670798898071,0.7388607957255987,1.5912046759950407,-0.05606971344973444,-0.08921839022291946,-1.4712102057234802,5.9607516377427885,-0.24681622304273637,-14.226805583261818
17,8,-53.10280373831776,0.02324066029539531,-170.5185185185185,-1.2341442224152912,210.44444444444446,-0.05181598062953995,-1.436319612590799,0.03607552258934592,-63.88889164836308
17,2,-1.3354327143246734,1.5169891734511478,-0.46066787870768044,-2.025836969503009,0.9332380193485471,0.8755652877057175,-0.7853302994210265,-1.114900683637465,-18.032786584900006
17,5,1.1609658194374814,0.177220872620032,5.529158836454145,0.20574737560274098,1.1376099198911453,2.0738480147767953,-2.093507971016185,-0.9906090846026984,-27.77777777777778
17,5,-0.21728400360530495,1.6315826330532213,1.8683762920319247,-0.3545168067226891,-0.6623707968075363,8.265938531877064,11.844805689611379,0.6978534514185234,65.17857424154579
18,2,-6.50261356565028,0.05797070080697236,1.2671021236527193,-0.37696106547767205,-0.47764816660115006,-2.802207054399804,2.4236727020067845,-1.1561821247892075,4.219180590485873
18,0,0.06741800352263531,1.3250242051715493,1.6796768639915243,0.08933048653183256,0.15004635147662562,0.02522268277625893,3.5070152089730535,0.007192065409845997,21.220154991042968
17,2,0.08325391936454785,0.12812826640892058,1.3795332501419726,0.010667180359927579,0.01471572999178151,0.17823604901875217,4.161532800389633,0.042829423091910845,-26.666665077209473
17,2,-6.046583850931677,0.8298969072164949,-0.1020515518148343,-5.018041237113403,0.5120988953182536,-0.08836443468715698,-0.27799121844127334,0.31786771964461996,45.714285471001446
17,5,-0.9592045600443416,0.9697116743065534,15.250436469896313,-0.9301518599230794,-14.185221847112816,2.3793544014435155,8.66679944471033,0.27453668642300516,1.9230769230769231
17,9,-82.25216534046898,0.005390904135215613,-1.0839561850367456,-0.4434135382643725,0.48064084733069434,0.42132548653146507,-0.29390834017804685,-1.4335268140952724,10.555551692291695
18,2,0.14614183147875862,0.16212245532872926,1.6283049639836387,0.023692872545573725,0.03857922197698936,-0.9947833728487679,2.9099490427828303,-0.3418559425691664,-1.0000008803147535
17,8,-28.211948731954006,0.37283740122285974,2.949108561085673,-10.518469648654285,-31.020108890366163,-63.33555403391469,2.9042776009989124,-21.807679132370378,46.66666004392862
17,8,-5.186895630021138,0.9563477808412971,-0.14772742504237904,-4.960476125226137,0.7327983649638551,0.3139479705021456,-0.14588347777145322,-2.152046107606434,17.647055523618373
17,8,-14.792543872052919,0.034039445961954934,2.527617226392767,-0.5035299977725929,-1.2727310963755174,3.27993551556478,-0.3763967772627032,-8.714037190800852,-60.58558558558559
18,8,0.2383312592728527,0.23472203900749453,1.622083244956269,0.055941599135747824,0.09074193065415663,-0.1967421916626494,4.431695125973664,-0.04439434258678258,25.181286138935288
18,9,0.07570038088135186,0.7724140854944722,1.8805694854624377,0.05847204047005263,0.10996073506070572,3.8771848994842024,3.991932847592908,0.9712550404804786,-24.092774923295757
17,9,-0.41824096798127963,1.4013436775173957,-6.004322074595806,-0.5860993361593217,3.5191291820073634,2.2254585303956627,-1.6203329872726573,-1.3734575225439012,-65.15151590409903
18,2,-45721.878787878784,0.0001876417974946977,-0.2750728477649852,-8.579335520592265,2.3599422535806065,-5.07205390517411e-05,-5.07205390517411e-05,1.0,-48.71794688102051
17,8,-33.43755295997437,0.011401636234010953,1.1615580180457574,-0.38124281540510396,-0.44283564905613715,-4.571653377440382,0.18673547536481963,-24.481975738722795,-57.20279720279721
17,8,-12.158636897767332,0.06243580337490829,2.092898272552783,-0.759134262655906,-1.5887907869481765,1.7001446829033036,-0.20774053532674222,-8.18398142774231,-63.56521827587183
17,0,-0.31761467889908257,0.7449425915800985,3.84715162138475,-0.23660470202296338,-0.9102541630148993,-141.24444444444444,274.3851851851852,-0.5147670212191566,41.666667770456414
18,8,-12.082083885924861,0.2800885263147448,1.0536043451113017,-3.3840530704198195,-3.5654530190815636,-12.49902599442827,1.0345091221382041,-12.082083885924861,-52.50000059604645
