Q,year,sector,Profit_Margin,Asset_Turnover,Financial_Leverage,ROA,ROE,RNOA,NOAT,NOPM,Percent_Growth
Q1,20,10,0.0,0.0,2.6789369119770057,0.0,0.015194266950584791,-1.0637528433323855,0.0,0.0,5.273946013365475
Q1,20,11,0.0,0.0,2.017141073894636,0.0,-0.00846784139347754,0.0,0.0,-1.4992881488892145,12.500002641757222
Q1,20,9,0.0,0.0,2.4847079436709643,0.0,-0.04334049175451452,0.0,0.0,0.0,54.70707440617109
Q1,20,2,0.0,0.0,-0.10905582356995176,0.0,0.21835975189524465,1.0115979381443299,-0.0,0.0,45.454536423539025
Q1,20,0,0.0,0.0,1.1147416530703629,0.0,0.023941933059863196,0.0,0.0,0.0,30.602519553388817
Q1,21,1,0.0,0.0,2.00090356855146,0.0,-0.055654742464818885,0.0,0.0,0.0,55.55555245719852
Q1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.86589548884285
Q1,20,4,0.0,0.0,0.0,0.0,0.0,-3.02282927910456,5.0024380783509725,-0.6042712037129343,168.75001047737922
Q1,20,9,0.0,0.0,6.077109211163091,0.0,-0.005968704629778996,0.0,0.0,0.0,208.69991531595429
Q1,20,9,0.0,0.0,2.783603977158124,0.0,0.02622120379463474,0.0,0.0,0.0,120.7277338482811
Q1,20,8,0.0,0.0,1.1831588962892483,0.0,-0.2093244529019981,-0.2153302265788205,0.0,0.0,46.59498955230972
Q3,20,7,0.0,0.0,1.4525037936267071,0.0,-0.4,-1.711377245508982,0.0,0.0,27.41935731965221
FY,19,3,0.0,0.0,1.0,0.0,-1.3179236043095004,-1.3189331726060423,0.0,0.0,107.94980091673942
Q1,20,3,0.0,0.0,1.8466277315992494,0.0,0.061536071828199895,-0.8408012950988838,0.0,0.0,53.12336611303159
Q1,20,10,0.0,0.0,3.394790475717055,0.0,0.04707461351096088,-0.0,-0.0,0.0,13.487917649263242
FY,19,1,0.0,0.0,2.6843677650195272,0.0,0.09648394565141133,0.0,15.531333796802066,0.0,17.105266460091197
Q1,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.49536272869234
FY,19,9,0.0,0.0,-0.335833121741144,0.0,3.481529243489117,3.8218703042334994,-0.0,0.0,-99.72500000149012
Q1,20,4,0.0,0.0,3.7293354943273904,0.0,0.014586709886547812,0.0,1.1326676176890156,0.0,51.40843809198882
Q1,20,0,0.0,0.0,1.0033953339816446,0.0,-0.42880531997452187,0.0,0.0,0.008510992212344429,19.69112145399766
Q2,20,8,0.0,0.0,-0.40686857632280166,0.0,4.358365848242609,2.4994489858549787,-0.0,0.0,-1.0100947258985669
Q1,20,3,0.0,0.0,1.706640273344791,0.0,0.10522546853261314,0.0,0.0,0.0,67.65675614768459
Q1,20,8,0.0,0.0,1.051719433442753,0.0,-0.11581266898735747,-0.11856109511040487,0.0,0.0,-11.0402654107693
Q1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,3.1599657827202736,0.0,25.22457265418563
