Q,year,sector,Profit_Margin,Asset_Turnover,Financial_Leverage,ROA,ROE,RNOA,NOAT,NOPM,Percent_Growth
Q2,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.53227518276798
Q2,21,8,0.0,0.0,-0.011027225200364078,0.0,0.05402688789980942,0.0,0.0,0.0,-48.09160275495169
Q2,21,5,0.0,0.0,1.7902485887056347,0.0,0.08032968744235963,0.0,4.531232753680601,0.0,-10.510635375976562
Q2,21,8,0.0,0.0,1.0674748398902105,0.0,-0.14596131224676512,-0.14630593472781434,0.0,0.0,-39.255017771748165
Q3,21,8,0.0,0.0,8.114829776831327,0.0,-7.2694364986932145,-0.0028533684407056085,0.0028245579496194895,-1.0102,-9.28269201750415
Q2,21,8,0.0,0.0,1.607083270385878,0.0,0.13910928156093516,0.0,2.66534124782913,0.0,-4.420606437527976
Q1,20,8,0.0,0.0,-13.945900253592562,0.0,-1.1642011834319526,-0.3034727291688393,0.0,0.0,-8.333334989017844
FY,21,8,0.0,0.0,1.447856038275822,0.0,0.0898353200411268,-1.1039065421604033,0.0,0.0,-12.557190805009041
Q2,21,8,0.0,0.0,1.3143439096212906,0.0,-0.1067286665035092,-0.1855035340529286,0.0,0.0,-53.85806668189264
Q2,21,5,0.0,0.0,12.328420351403114,0.0,-0.19235573320009994,-3.645318482422555,0.0,0.0,19.72222380432086
Q2,21,7,0.0,0.0,1.186458199953584,0.0,-0.0161491511546018,-0.14453959805438324,0.0,0.0,-72.72727128410757
Q3,21,0,0.0,0.0,-0.18572282379938795,0.0,0.7003296899177198,-0.0,-0.0,0.0,-14.87603249807809
Q2,21,3,0.0,0.0,8.703663833845592,0.0,0.06730332567954782,0.0,0.0,0.0,-7.062460194314078
Q2,21,5,0.0,0.0,-7.869458128078818,0.0,0.21182266009852216,-2.014805675508945,1.9265885256014805,-1.0457893051552993,-16.8272181051359
Q2,21,1,0.0,0.0,1.4279536254895926,0.0,0.09179669362195705,-0.8781470327351005,0.0,0.0,40.90735695575809
Q2,21,7,0.0,0.0,2.5030028340205237,0.0,0.07074820188048005,0.0,0.0,0.0,-8.483294427385701
Q2,21,8,0.0,0.0,2.1243853874598724,0.0,-1.412694542646999,-1.3500572828191049,0.0,0.0,-80.82706766917293
Q2,21,4,0.0,0.0,2.5992152873646734,0.0,0.10499164426360531,-0.0,-11.984810126582278,0.0,11.516378848773087
Q2,21,8,0.0,0.0,1.0934073231079793,0.0,-0.15263251450135565,-0.18092162120785615,0.0,0.0,-65.43237727897797
FY,21,5,0.0,0.0,1.7007960704607046,0.0,-0.009315718157181572,0.0,0.0,0.0,17.843766752531266
Q2,21,11,0.0,0.0,1.5487672101458057,0.0,-0.008451606377226941,0.0,0.0,0.0,13.827002481678017
Q2,21,3,0.0,0.0,11.2665781086637,0.0,0.08693752620121523,0.0,0.0,0.0,4.882549138609341
Q2,21,8,0.0,0.0,-8.277597510098668e-05,0.0,0.9954804317594861,-0.0,-0.0,0.0,8021.827538949896
Q2,21,0,0.0,0.0,-1.815373474040898,0.0,0.04463468793910798,0.041638617109000874,-0.0,0.0,66.66667287548397
Q2,21,5,0.0,0.0,0.0,0.0,0.0,-4.277643169312289,0.0,0.0,8.974987633570535
Q2,21,3,0.0,0.0,8.795880856836037,0.0,0.058409540496241454,0.0,0.0,0.0,-2.3534257266057423
Q2,21,8,0.0,0.0,3.073163654135453,0.0,-0.2657212893175414,-0.3777050915396221,0.0,0.0,-39.81042671879082
Q2,21,4,0.0,0.0,2.5913282000754174,0.0,0.11255188334340252,-0.0,-7.018077165212699,0.0,45.15413189149564
Q2,21,1,0.0,0.0,2.2911596652047317,0.0,-0.1502760633335436,0.0,0.39514940372504354,0.0,0.30960462275191447
Q2,21,3,0.0,0.0,3.073924863825035,0.0,0.09922561461761996,0.0,0.0,0.0,-18.367970825287912
Q2,21,3,0.0,0.0,10.530849284150378,0.0,0.08221045144421618,0.0,0.0,0.0,4.1243170771008035
Q2,21,2,0.0,0.0,1.5487003398687575,0.0,0.039092415270568566,-0.4564452753659928,0.5155982635147981,-0.885273104401936,-36.976317260533065
Q2,21,8,0.0,0.0,1.0720355034084295,0.0,-0.12173437558099194,0.0,0.0,0.0,-29.694658244630705
FY,21,9,0.0,0.0,1.5891582756570684,0.0,0.05689384372834755,0.0,3.14850085387973,0.0,-41.77777678878219
Q3,21,2,0.0,0.0,2.438447196975231,0.0,0.1066576693461522,-4.582424534379589,0.0,0.0,-26.058331438496847
Q2,21,3,0.0,0.0,8.852209799469128,0.0,0.03902339423713502,0.0,0.0,0.0,11.947191495163706
Q2,21,5,0.0,0.0,1.8846663159613257,0.0,-0.2721401985827766,-1.8178952384443385,0.0,0.0,-77.85736531184526
Q2,21,3,0.0,0.0,6.939059022487416,0.0,0.07457781252243556,0.0,0.0,0.0,-4.28894050977231
Q2,21,11,0.0,0.0,1.5658666645024881,0.0,0.012909100213419575,0.0,0.0,0.0,6.171833967111044
Q2,21,8,0.0,0.0,2.0015233268319075,0.0,-0.08524935578935379,-1.4728265817023214,1.191761492944925,-1.2358400488866823,-78.51239815980271
Q1,22,3,0.0,0.0,6.391469200008412,0.0,0.15535345705607181,0.0,0.0,-0.2442301650595713,-12.294707518999418
Q2,21,11,0.0,0.0,1.8994190461949934,0.0,0.044548690045052006,0.0,0.0,0.0,23.60764454287188
Q2,21,3,0.0,0.0,10.095033721643164,0.0,0.07530238002341007,0.0,0.0,0.0,8.474576427738226
Q2,21,3,0.0,0.0,126.8700116061066,0.0,0.28774216587804663,0.0,0.0,0.0,-45.83333747254461
Q2,21,9,0.0,0.0,1.0872409966108734,0.0,-0.2602714822228043,-0.2852796556658822,0.0,0.0,30.393484476265222
Q2,21,4,0.0,0.0,1.5214244539806572,0.0,0.0,-0.4144144144144144,0.43656156156156156,-0.9492691315563199,84.23913279389835
Q2,21,5,0.0,0.0,1.3695455111000516,0.0,-0.16031827849961192,-0.6220607406692096,0.305151851673024,-2.038528481012658,-76.61290339496162
Q2,21,1,0.0,0.0,4.299847583472542,0.0,0.44323817531745174,-0.0,-0.0,0.0,-48.95176295529773
Q2,21,7,0.0,0.0,-7.2393112333117395,0.0,0.5324226257141436,0.9662043549947962,-0.010532871707011853,-91.73228174340935,-13.216260552997147
Q2,21,3,0.0,0.0,7.8783304344094125,0.0,0.05564264911178481,0.0,0.0,0.0,0.17475280294429973
Q1,21,9,0.0,0.0,1.6419104242832243,0.0,0.25622294282124514,-0.16750448632923526,0.0,0.0,-38.945647733509325
Q2,21,8,0.0,0.0,1.115313066040045,0.0,-0.4726587359866843,0.0,0.0,0.0,-24.83295830637628
