symbol,predicted Percent Growth
BAX,14.276493072509766
PAC,14.272438049316406
GSL,14.256360054016112
SFL,14.255257606506348
ATR,14.248929023742676
LII,14.229214668273926
SUN,14.215198516845703
UHS,14.188076972961426
SHO,14.176790237426758
LH,14.17259120941162
WNS,14.15577507019043
BDX,14.118264198303224
SNN,14.112773895263672
AMN,14.09531307220459
FMS,14.08139991760254
CNC,14.021973609924316
CVS,13.999395370483398
SEM,13.933818817138672
TG,13.909504890441896
VTOL,13.89966869354248
BMY,13.894815444946287
UNH,13.880566596984863
KEN,13.842988014221191
SCS,13.838462829589844
RELX,13.835238456726074
CMRE,13.832674026489258
MAS,13.797423362731934
MMI,13.787657737731934
CAH,13.776369094848633
AAT,13.683012008666992
AVTR,13.654890060424805
BA,13.639163970947266
MPLN,13.619586944580078
OMI,13.613767623901367
SLQT,13.609150886535645
KORE,13.586750030517578
HCA,13.527206420898438
SPR,13.499482154846191
MRK,13.416257858276367
MD,13.343478202819824
PKE,13.295026779174805
AZUL,13.262371063232422
FOA,13.241527557373049
TRC,13.16517734527588
BBWI,13.156228065490724
NVS,13.135140419006348
FREY,13.121079444885254
BYON,13.05815601348877
NL,13.018524169921877
IQV,12.985344886779783
NSP,12.914295196533203
TAK,12.90835952758789
PHG,12.871893882751465
BKD,12.86669921875
MOD,12.848671913146973
EVH,12.81194019317627
BBW,12.797775268554688
CWH,12.733477592468262
UWMC,12.64367961883545
GSK,12.585949897766112
EAT,12.518986701965332
NPK,12.51734733581543
THC,12.49409294128418
ASR,12.472731590270996
RHI,12.457439422607422
JNJ,12.388864517211914
UGP,12.356958389282228
LLY,12.356156349182127
FOUR,12.338021278381348
PFE,12.333747863769531
TEVA,12.326037406921388
AER,12.206639289855955
DVA,12.20328426361084
TSLA,12.200778007507324
CYH,12.05408000946045
BLDR,12.020414352416992
DAC,11.999615669250488
CODI,11.976927757263184
BE,11.964482307434082
ELV,11.959465026855469
HUM,11.945457458496094
DOCS,11.907827377319336
SNA,11.865762710571287
HRB,11.859101295471191
MLI,11.842853546142578
CI,11.82953643798828
LAD,11.79857349395752
LNN,11.795966148376465
LICY,11.735458374023438
GLP,11.696476936340332
PRGO,11.673462867736816
ABBV,11.673404693603516
VEEV,11.602422714233398
MCK,11.521454811096191
SPIR,11.471076011657717
PBF,11.422341346740724
EBF,11.361143112182615
ANF,11.357417106628418
DLB,11.355772018432615
GGG,11.35414218902588
AAN,11.334161758422852
ZIM,11.325624465942385
MYE,11.197391510009766
PBI,11.170737266540527
MTD,11.140193939208984
EQH,11.047564506530762
NVO,11.04523468017578
PAM,11.032176971435549
IIIN,11.022663116455078
RLJ,10.855432510375977
TXT,10.751590728759766
YUM,10.732782363891602
VLO,10.731449127197266
MWA,10.653301239013672
BWA,10.535503387451172
XPRO,10.501007080078123
RBC,10.477567672729492
CACI,10.432750701904297
SXI,10.430316925048828
PEN,10.376380920410156
GTY,10.30234718322754
CSL,10.29825496673584
NVDA,10.249114990234377
HSY,10.213184356689451
WOR,10.185893058776855
DAN,10.153974533081056
OII,10.148310661315918
RGR,10.088370323181152
AGL,10.081583023071287
FICO,10.04344654083252
GTES,10.010409355163574
CRS,9.99412441253662
BW,9.966662406921388
ALG,9.934407234191896
GEF,9.924151420593262
PLNT,9.919787406921388
ZTS,9.879508018493652
SNOW,9.870587348937988
TISI,9.850183486938477
NPO,9.84694004058838
ASPN,9.839218139648438
TPX,9.812579154968262
AIV,9.809298515319824
ELF,9.78636360168457
KSS,9.766611099243164
EW,9.730474472045898
GMED,9.724328994750977
EPAC,9.723630905151367
MPC,9.646297454833984
HD,9.645726203918455
BOC,9.64370822906494
SNDA,9.610695838928224
ATIP,9.595369338989258
WSM,9.57736587524414
BIPC,9.476637840270996
DCO,9.473999977111816
ASC,9.443925857543944
CARR,9.38759994506836
VNCE,9.280268669128418
BABA,9.27019214630127
GATX,9.261205673217772
TTC,9.248449325561523
CHH,9.243815422058104
BXC,9.209534645080566
LW,9.192363739013672
AAPL,9.099770545959473
TBI,9.071331977844238
TJX,9.051109313964844
CVE,9.039609909057615
CCM,8.974677085876465
UP,8.963615417480469
PSX,8.937851905822754
LNC,8.901808738708496
CSAN,8.89595890045166
UI,8.894505500793457
PDX,8.82180404663086
ATI,8.767766952514648
CHD,8.737505912780762
PG,8.720796585083008
GPI,8.718353271484375
GLW,8.67451286315918
CPS,8.645586967468262
INSP,8.595407485961914
OPFI,8.582597732543945
GNK,8.581290245056152
PRLB,8.567232131958008
M,8.563754081726074
KOF,8.557188987731934
CRT,8.534051895141602
BJ,8.460287094116211
TGT,8.445212364196777
AIT,8.44397258758545
KO,8.441380500793457
ATKR,8.436574935913086
TDY,8.434244155883789
PSN,8.417442321777344
OWL,8.404099464416504
DEO,8.385655403137207
WST,8.342081069946289
TEL,8.321257591247559
WMS,8.298376083374023
AIR,8.27712631225586
WY,8.254347801208496
WMT,8.252596855163574
BIO,8.209065437316895
LOW,8.17464542388916
GES,8.155472755432129
ABEV,8.055981636047363
HEI,8.051644325256348
PII,8.038495063781738
TGI,8.01736831665039
ROL,7.983505725860596
DG,7.975859642028809
RDY,7.937442779541016
HRL,7.899587154388428
LDOS,7.892686367034912
OXM,7.838500499725342
IEX,7.819791793823242
SAH,7.763434410095215
EDU,7.712709426879883
UL,7.625545024871826
LEV,7.581964015960693
AORT,7.569523811340332
G,7.550478935241699
YUMC,7.547553062438965
CARS,7.526650905609131
JILL,7.519041061401367
KR,7.498244762420654
LAAC,7.474491119384766
NGVC,7.442742347717285
SEE,7.414580821990967
BBY,7.403051853179932
BHC,7.369226455688477
FLO,7.329552173614502
GRND,7.317620754241943
FC,7.297362804412842
BYD,7.289805889129639
MSI,7.289426803588867
GHC,7.26731538772583
VIPS,7.220632076263428
CPNG,7.205732345581055
DBI,7.196683883666992
SB,7.125696182250977
STG,7.085773944854736
BURL,7.016310691833496
SAIC,7.011283874511719
ZWS,6.995642185211182
GIS,6.95884370803833
MSB,6.951471328735352
MSFT,6.945228576660156
AN,6.926127910614014
NVR,6.914606094360352
BC,6.912158966064453
DOLE,6.896884918212891
BOX,6.895726203918457
CAL,6.853126049041748
ABG,6.848678112030029
AMPY,6.842557430267334
PAG,6.8367018699646
ACN,6.813283443450928
LEVI,6.7780866622924805
MA,6.767926216125488
CEE,6.760761737823486
FTK,6.756881713867188
VNT,6.751794338226318
ESTC,6.745624542236328
UNF,6.742611885070801
CXT,6.722177505493164
LEG,6.716772556304932
LEA,6.711110591888428
DRI,6.689980030059815
STZ,6.680126190185547
EOS,6.651688098907471
IT,6.650075435638428
BXMX,6.643933296203613
KFS,6.636338233947754
ACI,6.587179183959961
CSV,6.56745719909668
BR,6.562847137451172
AYI,6.548364639282227
ARCO,6.518536567687988
UIS,6.51718282699585
GPC,6.491415977478027
JBGS,6.48958683013916
JWN,6.478575706481934
WSO,6.4614033699035645
DFIN,6.450603485107422
THS,6.448655128479004
BH,6.396967887878418
K,6.392397403717041
TNET,6.377409934997559
BKKT,6.371975421905518
VOYA,6.349888801574707
STLA,6.337381839752197
DECK,6.323487281799316
ADM,6.322646617889404
ANET,6.311886787414551
EPC,6.303324222564697
GPK,6.299658298492432
JBL,6.268394470214844
ASAI,6.2557373046875
CLX,6.198245525360107
XIN,6.197277545928955
SQNS,6.181868553161621
VYX,6.170416355133057
NGL,6.1702094078063965
FND,6.160338401794434
WH,6.159709453582764
GOTU,6.157957553863525
QSR,6.156130313873291
BOWL,6.1381001472473145
SCI,6.136813640594482
UBER,6.1278486251831055
YALA,6.108266830444336
MRC,6.103382110595703
MO,6.103145599365234
CHWY,6.086117267608643
GLOB,6.069896697998047
ECAT,6.069637298583984
ORCL,6.0594162940979
LVS,6.055870532989502
SAP,6.054811000823975
PVH,6.049890041351318
AMZN,6.047133445739746
LNG,6.029937267303467
MPX,6.027952194213867
KODK,6.025883197784424
CAKE,6.024214744567871
AVY,6.020137786865234
JBI,6.006160259246826
WTS,5.993294715881348
HOG,5.98557710647583
AMP,5.963181972503662
AMCR,5.938631534576416
HMC,5.887938976287842
EL,5.8873138427734375
DY,5.88214635848999
PM,5.872045516967773
SYY,5.8364081382751465
PHM,5.828000068664551
IHG,5.817219257354736
CLS,5.7992939949035645
STK,5.79445219039917
NOW,5.739887237548828
AEG,5.736802101135254
TWN,5.730521202087402
NOK,5.696259021759033
ALV,5.691964626312256
PK,5.676321983337402
COR,5.670877456665039
DCF,5.6664628982543945
HLIO,5.657301902770996
HXL,5.650559902191162
GFR,5.638424396514893
ARW,5.628074169158936
CCK,5.6258463859558105
STE,5.623884201049805
MGA,5.61175537109375
A,5.602381706237793
TRU,5.595120906829834
GRBK,5.592367172241211
WTI,5.580676555633545
MTN,5.576210498809815
FUN,5.574919700622559
RKT,5.566361904144287
AZO,5.556637287139893
ADNT,5.500364303588867
STM,5.479764938354492
SLGN,5.4671711921691895
THR,5.459324359893799
SGHC,5.458798408508301
SNX,5.4563398361206055
HLF,5.449502944946289
ACV,5.428719997406006
ATGE,5.417482376098633
XOM,5.4079203605651855
IBM,5.4065470695495605
TIXT,5.385591506958008
WHR,5.380733013153076
GRMN,5.3790283203125
PAYC,5.377668380737305
UTI,5.3764238357543945
IGT,5.338791847229004
CYD,5.331361770629883
DHI,5.330317974090576
RCL,5.312716007232666
TM,5.30504322052002
LBRT,5.302717208862305
TRAK,5.301759719848633
LITB,5.299682140350342
AROC,5.295181751251221
EVRI,5.292603015899658
GWW,5.279290199279785
TSM,5.269908428192139
TDC,5.250213623046875
GM,5.226626873016357
INTC,5.22427225112915
BALL,5.214264869689941
AIO,5.203252792358398
GHG,5.185641288757324
CDRE,5.183776378631592
UTZ,5.169808864593506
BCAT,5.16888427734375
SU,5.155403137207031
TPL,5.137796401977539
V,5.132587909698486
PARR,5.106515884399414
RACE,5.106118202209473
ADX,5.105240821838379
DXC,5.0924177169799805
NYC,5.085453987121582
CEIX,5.076545238494873
NOMD,5.070241928100586
SE,5.067862987518311
MHO,5.063762187957764
FN,5.061246395111084
XFLT,5.059348583221436
BMI,5.045280933380127
F,5.039542675018311
BST,5.03855037689209
FDS,5.036521911621094
MTH,5.034135341644287
HZO,5.033934116363525
OI,5.020771026611328
CATO,5.018543243408203
USA,5.017333030700684
DNOW,5.011731624603272
GB,5.006278991699219
TCS,5.0026021003723145
AMPS,4.993520736694336
MFG,4.98161506652832
PDS,4.972002506256104
DT,4.960357189178467
KMB,4.9520792961120605
RNG,4.947798252105713
CVX,4.9429450035095215
DK,4.930058479309082
BNED,4.928634166717529
EQNR,4.920992374420166
BFAM,4.909852981567383
APAM,4.909212112426758
AAP,4.888351917266846
TOL,4.88833475112915
EPAM,4.873905658721924
CRM,4.873415946960449
TYL,4.850012302398682
JKS,4.849198341369629
FTHY,4.833163738250732
HPE,4.828427791595459
LEN,4.82676887512207
NRP,4.811604499816895
PAGS,4.811408996582031
SONY,4.809145450592041
DDL,4.804399490356445
ONTO,4.803012371063232
RH,4.796743869781494
CVI,4.79526424407959
PRU,4.785678386688232
DQ,4.781555652618408
FI,4.771758556365967
ATEN,4.760522365570068
SDHY,4.75924015045166
ASG,4.744682312011719
WEX,4.725446224212647
GAM,4.724025726318359
TBB,4.71367073059082
TPR,4.690847873687744
BLD,4.684597015380859
JBT,4.678618431091309
IFN,4.676966190338135
KBH,4.675842761993408
DV,4.673925876617432
TMHC,4.669280529022217
IIF,4.667725086212158
RSF,4.666455268859863
DLY,4.664212226867676
NOG,4.662133693695068
VSH,4.6565842628479
CAG,4.652132511138916
HOV,4.637411594390869
PLTR,4.634586811065674
GWRE,4.632786750793457
KEYS,4.63107442855835
CPB,4.625134944915772
DHX,4.623020172119141
EOI,4.614881038665772
DDS,4.613729953765869
CII,4.610476493835449
H,4.608318328857422
CTS,4.5936198234558105
MNSO,4.58775520324707
WWW,4.580242156982422
IH,4.5731706619262695
FFA,4.571985244750977
DKL,4.570172309875488
NAT,4.568595409393311
JCE,4.564213752746582
PVL,4.56292724609375
COP,4.552465915679932
MKC,4.551036834716797
YRD,4.549824237823486
CCRD,4.539389610290527
CRC,4.537210941314697
KTB,4.531564235687256
TPH,4.53060245513916
YEXT,4.529696941375732
CQP,4.523299217224121
JOF,4.521474361419678
BRCC,4.504584312438965
MTR,4.493723392486572
ETV,4.492545127868652
ZTR,4.485128402709961
VPG,4.48362922668457
CIEN,4.481634140014648
RFMZ,4.479231834411621
HGLB,4.47187614440918
RRC,4.466914653778076
PSFE,4.4591217041015625
SWI,4.456916809082031
DAY,4.448439121246338
HLI,4.447261810302734
SPXX,4.437704563140869
WIT,4.436744213104248
CUK,4.426555633544922
CCL,4.426555633544922
IBP,4.407101154327393
EEA,4.402646541595459
ET,4.387919425964356
RMI,4.383331775665283
MET,4.377985000610352
FSS,4.37242603302002
ETB,4.366484642028809
BZH,4.365037441253662
BSTZ,4.363205432891846
TDW,4.350940227508545
BILL,4.347442626953125
LGI,4.333611965179443
LDP,4.33117151260376
EQS,4.321114540100098
HGV,4.304263114929199
CNS,4.289685249328613
ROG,4.282086849212647
CPRI,4.28141450881958
RMD,4.277034282684326
ETW,4.273049354553223
MOV,4.272714138031006
SWZ,4.271143436431885
INFY,4.263237953186035
MCD,4.256711959838867
RMT,4.25120210647583
ALIT,4.245081424713135
HLT,4.241109848022461
SOR,4.230893611907959
BALY,4.230673313140869
DVN,4.226823329925537
TY,4.226294994354248
EDF,4.213855266571045
PRO,4.203995704650879
EGY,4.203431129455566
AIN,4.201005458831787
SHOP,4.1945624351501465
PRKS,4.192060947418213
RRX,4.189708709716797
USFD,4.189291000366211
GF,4.173580646514893
DIN,4.169668197631836
GIL,4.168115139007568
BGY,4.165533542633057
GGT,4.165441036224365
BOE,4.164120197296143
NIE,4.152212142944336
ETJ,4.147736072540283
TDOC,4.137675285339356
TV,4.13578462600708
NKE,4.13368034362793
FIGS,4.13355016708374
FT,4.128025531768799
SM,4.117958545684815
APO,4.10162353515625
GETR,4.101126194000244
AB,4.10101318359375
FRO,4.100232124328613
SPE,4.097411155700684
EMF,4.093460559844971
AWF,4.092869758605957
ECC,4.087298393249512
ECCC,4.087298393249512
PBR,4.083589553833008
UMC,4.079524040222168
SOL,4.079151153564453
WU,4.077961444854736
EICA,4.075867652893066
EIC,4.075867652893066
GAB,4.073492527008057
AGD,4.063697814941406
JRS,4.057177543640137
FLUT,4.04202127456665
ETY,4.040927886962891
BUR,4.035778522491455
MXF,4.026627540588379
CLDT,4.026556968688965
FGB,4.017817497253418
RFI,4.014957427978516
BGH,4.0064005851745605
MMC,4.005694389343262
BCS,4.00402307510376
FOF,4.000882148742676
PUMP,3.9951117038726807
MTG,3.993050575256348
ARDC,3.991632223129273
PHT,3.990660429000856
ESNT,3.987472534179688
XYF,3.985472679138184
IDE,3.985457420349121
CALX,3.984193563461304
NBR,3.982062578201294
VAC,3.978243589401245
DSU,3.973650932312012
GDV,3.972554445266724
TEI,3.97242283821106
ENFN,3.971567392349243
MSD,3.968314409255981
PFN,3.9677562713623047
HTGC,3.965663909912109
HYT,3.96511435508728
PHK,3.962703227996826
HYB,3.960897207260132
BMA,3.9589767456054688
BSIG,3.9588875770568848
RIV,3.95881462097168
VIST,3.957611799240112
MUFG,3.956150531768799
SNDR,3.955360412597656
FRA,3.953056573867798
EFT,3.9524905681610094
EXG,3.949666976928711
MAIN,3.948489427566528
BGT,3.946943759918213
MCN,3.946113109588623
IGR,3.945939064025879
NDMO,3.9459173679351807
AGM,3.9448554515838623
EDD,3.943578004837036
RQI,3.938286542892456
PFL,3.9343748092651367
KIO,3.9341328144073486
BIGZ,3.933870553970337
NOVA,3.9335901737213135
KNSL,3.930713176727295
GHY,3.9274864196777344
NVRO,3.924384117126465
JGH,3.923406839370728
JPC,3.91953444480896
BGX,3.917335748672485
AMTD,3.916325569152832
OCFT,3.916219711303711
EFR,3.912411212921143
RAMP,3.910792350769043
MPV,3.909810781478882
ASGI,3.907947540283203
BSL,3.9055540561676025
HPF,3.904151439666748
BB,3.9031050205230713
FCT,3.902850866317749
MCI,3.902193069458008
YETI,3.901535987854004
PTY,3.9008193016052246
HPS,3.900626420974731
DESP,3.900401592254639
HPI,3.9001636505126953
ETG,3.89956259727478
BDJ,3.8928263187408447
BSM,3.8912742137908936
EMO,3.891133546829224
IHD,3.8871235847473145
FINV,3.88635778427124
PCN,3.880801200866699
JPI,3.880506992340088
SMFG,3.87652325630188
EVF,3.876230955123901
CHN,3.8729941844940186
BGB,3.872297763824463
KN,3.8700063228607178
DHF,3.866090297698975
GOF,3.864412784576416
BFAC,3.862110137939453
PCF,3.858703851699829
PHD,3.8564486503601074
PAI,3.8511416912078857
EMD,3.8489327430725098
SCD,3.843130826950073
RDN,3.843130588531494
BLW,3.839125871658325
ETO,3.838040351867676
EC,3.8374454975128174
ISD,3.834113597869873
TPZ,3.833422899246216
OPP,3.831798076629639
STEW,3.830944538116455
SMAR,3.830892324447632
HYI,3.827160596847534
RA,3.826664447784424
KF,3.8225409984588623
NTZ,3.822538137435913
RNP,3.821889162063599
JFR,3.821706533432007
TAP,3.8213703632354736
BTZ,3.820437669754028
HEQ,3.8147473335266113
MSCI,3.812041759490967
PBH,3.810216426849365
EHI,3.810145378112793
