symbol,predicted Percent Growth
JQC,3.810112953186035
BRO,3.809042692184448
EVR,3.802170991897583
DIAX,3.7995314598083496
TSI,3.797269344329834
CLVT,3.793730974197388
BBN,3.792050838470459
PYN,3.790097951889038
MUA,3.7892606258392334
NFJ,3.789048671722412
GGZ,3.787898540496826
VVR,3.787518262863159
TSLX,3.785323619842529
RLI,3.7816879749298096
PNI,3.7806570529937744
VFC,3.779964208602905
GNT,3.778958320617676
EVG,3.772571325302124
IGA,3.770465850830078
UBS,3.769361734390259
EOD,3.767627239227295
JEQ,3.766909599304199
RNR,3.762738943099976
PNF,3.762645959854126
HIO,3.761695623397827
KKR,3.7603721618652335
WEA,3.759699821472168
KAR,3.759629726409912
HQH,3.759289026260376
SPGI,3.755686283111572
BUI,3.753694772720337
NOAH,3.7519264221191406
IGD,3.7462637424468994
DSL,3.7452919483184814
AGO,3.7437124252319336
THW,3.742318868637085
ING,3.74004864692688
VLT,3.739482164382935
WTM,3.739436864852905
OBDC,3.73904061317444
HQL,3.7388508319854736
PMX,3.7378487586975098
PDI,3.7355527877807617
PML,3.7347512245178223
ACP,3.734180688858032
EG,3.730358123779297
SAN,3.728939294815064
PPT,3.727559804916382
PCQ,3.724360466003418
CTO,3.7238152027130127
BHK,3.723493814468384
JRI,3.7218174934387207
PCK,3.721730709075928
PMF,3.721275329589844
GSBD,3.7178523540496826
MFC,3.7162253856658936
DMO,3.716096162796021
IAE,3.715766906738281
CM,3.713797092437744
LYG,3.712225914001465
CIF,3.7121078968048096
NWG,3.712017059326172
BNS,3.7116215229034415
CWAN,3.710750579833984
NXN,3.709900140762329
GFF,3.702401161193848
HCI,3.701936721801758
JLS,3.6999435424804688
PZC,3.699721336364746
PGR,3.698364973068237
NXC,3.6963491439819336
DB,3.69551134109497
NNY,3.692629814147949
AVAL,3.692169189453125
NCA,3.6908769607543945
DMA,3.690392255783081
PGP,3.689666748046875
BTA,3.683028221130371
BCSF,3.6812241077423096
RCS,3.680208683013916
GNE,3.680121660232544
IHTA,3.679957628250122
VKQ,3.677917957305908
TD,3.67765212059021
VCV,3.676791191101074
IQI,3.674885511398315
VGM,3.670928478240967
BBDC,3.670248508453369
CION,3.669190168380737
TTP,3.6660525798797607
RY,3.664270639419556
VMO,3.663776636123657
OIA,3.663012742996216
IIM,3.6612374782562256
INSI,3.660391807556152
WRB,3.660374164581299
DBL,3.660044431686402
AFL,3.658630847930908
BRW,3.658483266830444
MMT,3.657458066940308
BOH,3.654764175415039
HIX,3.654249668121338
ENV,3.6540603637695312
CB,3.65317964553833
FSK,3.65275502204895
PRI,3.6504738330841056
THQ,3.649627447128296
BMO,3.6491787433624254
RMM,3.6476247310638414
KYN,3.647048950195313
FEI,3.644420623779297
EXPR,3.644420623779297
AEL,3.644420623779297
NRUC,3.644420623779297
AQNU,3.644420623779297
WRK,3.644420623779297
CCZ,3.644420623779297
CNDB,3.644420623779297
GPJA,3.644420623779297
CVII,3.644420623779297
PEAK,3.644420623779297
MFD,3.644420623779297
AIF,3.644420623779297
GJR,3.644420623779297
CTDD,3.644420623779297
VLD,3.644420623779297
AIZN,3.644420623779297
SCX,3.644420623779297
PNM,3.644420623779297
FSD,3.644420623779297
OCN,3.644420623779297
PFH,3.644420623779297
ICD,3.644420623779297
TFSA,3.644420623779297
DTB,3.644420623779297
SOJE,3.644420623779297
ALLG,3.644420623779297
AIU,3.644420623779297
ECCX,3.644420623779297
GJO,3.644420623779297
KTH,3.644420623779297
ETRN,3.644420623779297
BNJ,3.644420623779297
DOOR,3.644420623779297
JT,3.644420623779297
FATH,3.644420623779297
BIPI,3.644420623779297
TNP,3.644420623779297
NTCO,3.644420623779297
AJXA,3.644420623779297
AMK,3.644420623779297
CPE,3.644420623779297
PXD,3.644420623779297
MIXT,3.644420623779297
AYX,3.644420623779297
FLT,3.644420623779297
TVC,3.644420623779297
BODY,3.644420623779297
SREA,3.644420623779297
BMEZ,3.644420623779297
ENO,3.644420623779297
ERF,3.644420623779297
HTY,3.644420623779297
GJP,3.644420623779297
CTBB,3.644420623779297
BNRE,3.644420623779297
PGTI,3.644420623779297
NSS,3.644420623779297
AFT,3.644420623779297
CZOO,3.644420623779297
EURN,3.644420623779297
RFM,3.644420623779297
EMP,3.644420623779297
QVCD,3.644420623779297
QVCC,3.644420623779297
SEAS,3.644420623779297
DDT,3.644420623779297
GJT,3.644420623779297
SOJC,3.644420623779297
UZD,3.644420623779297
DUKB,3.644420623779297
RCC,3.644420623779297
TMST,3.644420623779297
FAM,3.644420623779297
GJS,3.644420623779297
TVE,3.644420623779297
CPG,3.644420623779297
TBC,3.644420623779297
MGR,3.644420623779297
AFGB,3.644420623779297
CBH,3.644420623779297
HCXY,3.644420623779297
BOND,3.644420623779297
SOI,3.644420623779297
BNH,3.644420623779297
AFGE,3.644420623779297
KAMN,3.644420623779297
ELC,3.644420623779297
AQNB,3.644420623779297
MGRB,3.644420623779297
DTW,3.644420623779297
MHNC,3.644420623779297
CMSC,3.644420623779297
AFGD,3.644420623779297
SBOW,3.644420623779297
CEM,3.644420623779297
RZB,3.644420623779297
VIAO,3.644420623779297
TARO,3.644420623779297
JBK,3.644420623779297
LL,3.644420623779297
ECCW,3.644420623779297
NS,3.644420623779297
PYT,3.644420623779297
CTR,3.644420623779297
FPL,3.644420623779297
DTG,3.644420623779297
SOJD,3.644420623779297
SMLP,3.644420623779297
LEJU,3.644420623779297
FIF,3.644420623779297
OSG,3.644420623779297
CMSD,3.644420623779297
MTBL,3.644420623779297
TGH,3.644420623779297
AGTI,3.644420623779297
CBD,3.644420623779297
ARGD,3.644420623779297
MHLA,3.644420623779297
BIG,3.644420623779297
ENJ,3.644420623779297
EAI,3.644420623779297
AESC,3.644420623779297
MODN,3.644420623779297
CANO,3.644420623779297
ALCC,3.644420623779297
CPTK,3.644420623779297
UZE,3.644420623779297
TUP,3.644420623779297
EGLE,3.644420623779297
FCRX,3.644420623779297
ECCV,3.644420623779297
BEPH,3.644420623779297
CNHI,3.644420623779297
NVTA,3.644420623779297
RCB,3.644420623779297
APCA,3.644420623779297
DRQ,3.644420623779297
BIPH,3.644420623779297
BEPI,3.644420623779297
BFX,3.644420623779297
FSR,3.644420623779297
GJH,3.644420623779297
CMSA,3.644420623779297
CUBB,3.644420623779297
UNMA,3.644420623779297
AIRC,3.644420623779297
BWNB,3.644420623779297
GPS,3.644420623779297
FLME,3.644420623779297
KTN,3.644420623779297
CDAY,3.644420623779297
SBBA,3.644420623779297
CURO,3.644420623779297
SLCA,3.644420623779297
PRS,3.644420623779297
AEFC,3.644420623779297
AFGC,3.644420623779297
MFV,3.644420623779297
MDC,3.644420623779297
SIX,3.644420623779297
DSTX,3.644420623779297
BWSN,3.644420623779297
BGR,3.641170263290405
ARES,3.640932083129883
DMB,3.639899730682373
VTN,3.6382899284362793
GL,3.637345790863037
JHI,3.636541366577149
NMR,3.636108636856079
HSBC,3.634825229644776
PSF,3.634300947189331
BX,3.633963108062744
CNX,3.631860256195069
LDI,3.6311652660369873
GHI,3.6303207874298096
MKL,3.628106355667114
HIG,3.6278836727142334
JMM,3.627324342727661
NRK,3.6269495487213135
LPL,3.624927282333374
CNO,3.623298168182373
NXP,3.621030569076538
NBB,3.619781017303467
WF,3.619409322738648
MCR,3.619273662567138
PCM,3.61876392364502
NAN,3.617035388946533
VBF,3.613973379135132
RVT,3.611848831176758
EOT,3.611318826675415
MED,3.610606670379639
PIPR,3.610353946685791
RL,3.608174562454224
GBAB,3.6080172061920166
NQP,3.607175827026367
NXJ,3.606157064437866
CPF,3.605910301208496
BBVA,3.6056840419769287
BLK,3.604792594909668
MVF,3.6043760776519775
EIG,3.604206562042236
NKX,3.60037899017334
BDC,3.600360155105591
EGF,3.5980336666107178
MUE,3.597163200378418
AGS,3.595156192779541
SPNT,3.594829797744751
AC,3.593967199325561
TNL,3.5931782722473145
UVE,3.5923123359680176
AFG,3.589331150054932
NAZ,3.588390588760376
NAC,3.588336944580078
PMO,3.5869858264923096
VGI,3.582556962966919
AXP,3.5825324058532715
NTB,3.5810704231262207
SUPV,3.579599618911743
BKT,3.578926086425781
BME,3.5782532691955566
SLF,3.5779199600219727
DTF,3.576235055923462
ALLY,3.574312925338745
ASA,3.5738563537597656
CFR,3.5737850666046143
BBAR,3.570812463760376
IGI,3.5706732273101807
VPV,3.568807363510132
OMF,3.568542718887329
ITUB,3.5684218406677246
GS,3.5684046745300293
PFLT,3.567840099334717
BSAC,3.5668303966522217
TRV,3.56628966331482
BKU,3.56388521194458
CMA,3.5627126693725586
NIM,3.562651395797729
TNC,3.562643051147461
ENVA,3.562469720840454
FBP,3.562152862548828
PJT,3.561632871627808
BRDG,3.5609164237976074
BLE,3.559939384460449
CUBI,3.558846235275269
AMG,3.558051824569702
COHR,3.5579957962036133
GDL,3.5556416511535645
BCH,3.553261041641236
GKOS,3.5530357360839844
AMD,3.5499017238616943
MIY,3.5496532917022705
NUW,3.548900365829468
AJG,3.5476958751678467
ORI,3.547210931777954
FHI,3.545537233352661
SRV,3.543473958969116
JHG,3.5430006980896
UNM,3.5426766872406006
MVT,3.5426149368286133
NYCB,3.542488813400269
MYI,3.54199767112732
SHG,3.541815280914306
AMTB,3.5411620140075684
MQY,3.541014671325684
PMM,3.5397074222564697
PKG,3.539370536804199
IX,3.5388479232788086
RJF,3.5385866165161133
NMI,3.53821325302124
BWG,3.537963628768921
HOMB,3.537892341613769
KEY,3.537004470825196
NUV,3.536879777908325
MIN,3.536189079284668
ENS,3.5351269245147705
KB,3.5349721908569336
BAP,3.5346343517303467
MYD,3.5346109867095947
JPM,3.5336716175079346
AX,3.5326263904571533
CNA,3.532118558883667
MMU,3.5315611362457275
SCHW,3.5305721759796143
HRTG,3.5300605297088623
DNB,3.529536724090576
LOB,3.529344081878662
GDO,3.529029130935669
DFS,3.528994083404541
STT,3.528799057006836
AIZ,3.5282881259918213
L,3.527161121368408
MUJ,3.526684761047364
BYM,3.525545120239258
MYN,3.524952411651612
SFBS,3.5246782302856445
ICE,3.523960828781128
MOGU,3.5234475135803223
USB,3.522404909133911
BHLB,3.5223634243011475
IBN,3.5212390422821045
MHD,3.521228790283203
WAL,3.521227598190308
KTF,3.520922899246216
MS,3.520774602890014
SNV,3.5197196006774902
BIT,3.5195467472076416
MQT,3.5192577838897705
SYF,3.516861915588379
CIB,3.515411853790283
BN,3.514254808425904
MPA,3.5137722492218018
KAI,3.5136830806732178
MHF,3.5132086277008057
AIG,3.5129852294921875
KSM,3.511649370193481
OFG,3.5106496810913086
BLX,3.510045528411865
BBDO,3.5100085735321045
BBD,3.5100085735321045
MUI,3.508633613586426
NTG,3.508062601089477
PNC,3.506953239440918
FNF,3.505898952484131
MCB,3.5053772926330566
BNY,3.5049889087677
HMN,3.5046708583831787
GNW,3.504477262496948
SCM,3.50372576713562
HDB,3.503614664077759
C,3.5024547576904297
BKN,3.500781536102295
CIA,3.5007669925689697
BAC,3.500335216522217
MHN,3.5003159046173096
BHV,3.4988605976104736
VEL,3.4975242614746094
NBHC,3.495125770568848
RGA,3.4951043128967285
GNTY,3.49506950378418
FCF,3.494560480117798
WFC,3.494422197341919
SF,3.4943935871124268
RF,3.493708372116089
AXS,3.493660688400269
EVN,3.493187427520752
CNDA,3.4911489486694336
MUC,3.49078369140625
FMY,3.4906270503997803
MCY,3.4903814792633057
STEL,3.490107774734497
CADE,3.489762306213379
BFZ,3.488783836364746
BY,3.488101005554199
MTB,3.4871230125427246
BTT,3.485689640045166
NPV,3.485286235809326
PB,3.485103368759156
WBS,3.4843742847442627
FHN,3.4834144115448
SMBK,3.482046127319336
NOM,3.481931686401367
ETX,3.481853723526001
MMD,3.481224775314331
CANG,3.4805078506469727
PUK,3.4797027111053467
DSM,3.479228973388672
BK,3.47887921333313
EQBK,3.478403091430664
SSB,3.4777987003326416
BSBR,3.474562168121338
FAF,3.474516153335572
FNB,3.473716735839844
FBK,3.472886562347412
GBLI,3.4723920822143555
COF,3.472172737121582
OBK,3.4715771675109863
AUB,3.4709787368774414
GBCI,3.469960451126098
CBU,3.4698057174682617
SBI,3.4696929454803467
PFS,3.4685840606689453
NCZ,3.4667553901672363
RM,3.4665682315826416
CNF,3.465551853179932
FMN,3.464929819107056
CFG,3.464363813400269
ASB,3.461913824081421
RNST,3.4604272842407227
FINS,3.4578192234039307
NMS,3.4575369358062744
NIC,3.457479238510132
BFK,3.455763578414917
W,3.4555020332336426
NCV,3.455460786819458
FFWM,3.4551570415496826
NMT,3.453553915023804
CXH,3.452255964279175
HTH,3.450817108154297
LSPD,3.4504122734069824
PEO,3.448462963104248
MAV,3.4469690322875977
DFP,3.4462242126464844
HLX,3.442523717880249
CXE,3.4405646324157715
STC,3.440376043319702
NNI,3.440279483795166
WD,3.4385323524475098
SAR,3.436797618865967
UTF,3.436277389526367
BTO,3.435392379760742
LC,3.435291290283203
EARN,3.4346609115600586
DOCN,3.430738925933838
SKX,3.429173707962036
GDOT,3.427340269088745
PIM,3.426929712295532
NAD,3.4268712997436523
THG,3.4234230518341064
ST,3.422914505004883
WHG,3.4220988750457764
BOOT,3.421938419342041
CMU,3.419473886489868
PFD,3.4194324016571045
LEO,3.4192111492156982
PFO,3.418205738067627
HIE,3.415769338607788
FLC,3.4141976833343506
HLLY,3.413665533065796
TFC,3.4127864837646484
AMBC,3.411320447921753
NVG,3.4086461067199707
NEA,3.407510042190552
LU,3.40566349029541
AOD,3.405470371246338
FFC,3.4037845134735107
GTN,3.398444652557373
NMZ,3.396258354187012
GCV,3.3945674896240234
ALL,3.392706632614136
GHLD,3.3911802768707275
MFM,3.3908636569976807
MGF,3.388890027999878
BBAI,3.386073112487793
JHS,3.3807475566864014
JEF,3.379056215286255
GRX,3.3775460720062256
WIW,3.3774168491363525
SKY,3.3749866485595703
DSAQ,3.371357679367065
NZF,3.3674561977386475
WIA,3.362156867980957
AFB,3.360265016555786
NOTE,3.360002517700196
PTA,3.3594751358032227
VNO,3.35522723197937
PRA,3.3539981842041016
QD,3.351722240447998
NET,3.3459744453430176
OPY,3.335371971130371
HFRO,3.334421157836914
MHI,3.333655595779419
APH,3.331777811050415
MC,3.331695556640625
SRL,3.3280978202819824
NDP,3.319720506668091
AVK,3.31801986694336
VRTS,3.317999124526977
CNQ,3.317066192626953
RVLV,3.316465139389038
BCX,3.31417202949524
ACEL,3.311354875564575
FPF,3.289475917816162
EVT,3.274667263031006
SOS,3.272118091583252
TWLO,3.2610747814178467
ACA,3.2557811737060547
WT,3.25411343574524
NMCO,3.233187675476074
KMPR,3.2318809032440186
TEAF,3.2238779067993164
MX,3.22314715385437
PNNT,3.197255849838257
USM,3.1965034008026123
SPRU,3.193075895309448
PFSI,3.192680835723877
BANC,3.183000564575196
BEN,3.16598916053772
TYG,3.1653428077697754
ML,3.163952350616455
MTDR,3.1621298789978027
ENLC,3.1440088748931885
BAK,3.1430044174194336
LRN,3.1407840251922607
SHEL,3.1397531032562256
BRFS,3.137878894805908
GPRK,3.133334159851074
NTST,3.1323952674865723
GUT,3.1253409385681152
AWP,3.1202852725982666
DELL,3.119919538497925
FIS,3.107914447784424
MBI,3.1072256565093994
TNK,3.106266021728516
TPVG,3.0958735942840576
GOOS,3.092734098434448
BHE,3.079505681991577
TRN,3.0671603679656982
TRGP,3.0666537284851074
PDT,3.0536696910858154
DNP,3.0534560680389404
UA,3.050667762756348
UAA,3.050667762756348
SWN,3.03255581855774
XPEV,3.030205726623535
GMS,3.0031583309173584
PSO,2.9990997314453125
DPG,2.9813501834869385
VGR,2.9793474674224854
HTD,2.9772958755493164
PD,2.9762439727783203
BLND,2.974862575531006
FSLY,2.9710538387298584
TKC,2.965921401977539
OKE,2.9573464393615723
ZUO,2.955462694168091
STNG,2.923654317855835
CHT,2.913580179214477
SABA,2.9132001399993896
SMP,2.9103572368621826
USAC,2.9059746265411377
MPLX,2.905071973800659
SLB,2.9039947986602783
VTLE,2.900209903717041
IDT,2.881103754043579
WOLF,2.871246337890625
LCII,2.858790636062622
MEI,2.8312666416168213
GOLF,2.827357292175293
CTRA,2.816246032714844
CCIF,2.8085415363311768
CCJ,2.802523136138916
MGY,2.8015007972717285
EPD,2.793528318405152
HAE,2.788674831390381
PGZ,2.7768301963806152
MXE,2.76431941986084
CNK,2.7609951496124268
TS,2.727567911148072
ETD,2.7184855937957764
CAF,2.7086217403411865
MDT,2.6986563205718994
OVV,2.6949501037597656
NYT,2.694662570953369
NVGS,2.686706781387329
SJM,2.6723575592041016
RYI,2.672351121902466
BEST,2.667123794555664
VSTO,2.662041425704956
IVT,2.6538569927215576
RES,2.641934871673584
LAZ,2.621537208557129
HES,2.6170897483825684
LND,2.6122374534606934
LPG,2.6110339164733887
LMND,2.606492519378662
U,2.5917868614196777
RIG,2.5793707370758057
SRI,2.577900648117065
MUR,2.5605318546295166
WGO,2.539856195449829
SGU,2.520540475845337
WES,2.511265754699707
BWXT,2.505234241485596
HESM,2.502735137939453
CIVI,2.4847452640533447
DOMA,2.4831786155700684
TTE,2.4830117225646973
WHD,2.480271577835083
SD,2.477717399597168
INSW,2.474045991897583
NXG,2.464580535888672
PACK,2.4562575817108154
PLOW,2.446274757385254
DHT,2.429280996322632
TDS,2.426734447479248
EQT,2.4245028495788574
HIPO,2.423529863357544
AEM,2.4232449531555176
AZEK,2.422593832015991
EOG,2.421130418777466
OXY,2.412616729736328
MRO,2.412257194519043
NXE,2.412214517593384
EVC,2.40974497795105
PHX,2.407411575317383
PBA,2.384962320327759
BP,2.3766133785247803
E,2.361356258392334
NOA,2.353613376617432
TK,2.343744993209839
AHT,2.337053298950196
NOV,2.331512212753296
DTM,2.33084774017334
NFG,2.3148462772369385
PR,2.314553022384644
EXPD,2.314277172088623
LXFR,2.307981252670288
WMB,2.306959867477417
DLNG,2.3046135902404785
KOS,2.2922463417053223
KRP,2.291470766067505
MLR,2.290665864944458
TALO,2.2882080078125
ONTF,2.280674457550049
BTE,2.278573751449585
HP,2.273079395294189
WDS,2.260212182998657
GRNT,2.2536394596099854
KMI,2.235355854034424
ENB,2.235081911087036
GDDY,2.224822998046875
GEL,2.208746671676636
CRK,2.197916984558105
CLB,2.1976163387298584
TGS,2.19006085395813
ASGN,2.1866939067840576
FLNG,2.1841959953308105
TRP,2.183175802230835
KNTK,2.179593801498413
AON,2.171769142150879
TKO,2.1707913875579834
NX,2.1664559841156006
BORR,2.164646625518799
AR,2.161820650100708
OIS,2.158244609832764
NIO,2.1482982635498047
STR,2.134141445159912
CRGY,2.1269097328186035
QTWO,2.1226484775543213
UNFI,2.1210837364196777
PRMW,2.12023401260376
FTI,2.095698118209839
HPQ,2.087449073791504
NGS,2.0661275386810303
NR,2.0151753425598145
UFI,2.0125296115875244
LPX,2.0106115341186523
IVZ,2.002021074295044
ELAN,2.001259088516236
FET,1.999007225036621
EFXT,1.9713754653930664
CABO,1.9612832069396973
TTI,1.9544782638549805
AP,1.9483885765075684
FRGE,1.9430053234100344
JELD,1.9367048740386963
AI,1.9308207035064693
VET,1.9205012321472168
MIR,1.9187402725219729
WK,1.9039406776428225
DOUG,1.8998053073883057
SSTK,1.8977208137512207
PRT,1.8793177604675293
NC,1.877500295639038
CNM,1.8774397373199463
CL,1.8646221160888672
MSGS,1.840154409408569
ETWO,1.828975200653076
CVNA,1.824967622756958
SBH,1.8070521354675293
BKSY,1.791179656982422
ECVT,1.7851178646087646
TME,1.783229112625122
FNA,1.7496485710144043
KUKE,1.7433781623840332
BG,1.7200262546539309
TLK,1.7129034996032717
VMI,1.712139368057251
CBT,1.7106890678405762
TGNA,1.6896400451660156
KMT,1.6793360710144043
EEX,1.6686830520629885
ATHM,1.6676292419433594
SMHI,1.6614022254943848
BARK,1.6266193389892578
YELP,1.6077501773834229
CRI,1.597585916519165
TDF,1.5831530094146729
UAN,1.5609169006347656
WCC,1.5403673648834229
OEC,1.5305222272872925
FDP,1.4897193908691406
IONQ,1.4859682321548462
GCI,1.4731216430664062
HAL,1.468693494796753
TWI,1.455986261367798
BTU,1.4539649486541748
FVRR,1.4494072198867798
RVTY,1.449230670928955
CRH,1.4458346366882324
AU,1.441807508468628
PHR,1.4385018348693848
CSTM,1.4352903366088867
EBS,1.4201855659484863
BTCM,1.4200972318649292
QS,1.4165995121002195
NINE,1.4113987684249878
COTY,1.4105124473571775
KOP,1.3991084098815918
WTTR,1.3961787223815918
DINO,1.3951594829559326
CEPU,1.3648964166641235
TIMB,1.3553487062454224
FENG,1.349780797958374
HUYA,1.3421533107757568
DDD,1.334747076034546
PINS,1.3308875560760498
ITGR,1.3198068141937256
CTV,1.319681167602539
FTV,1.31689715385437
SNAP,1.3145170211791992
VIV,1.2863274812698364
SKIL,1.2770700454711914
EDR,1.2696762084960938
HMY,1.2660748958587646
CMP,1.2660298347473145
PHI,1.2616147994995115
NMG,1.2592061758041382
AMX,1.2591338157653809
MANU,1.2590723037719729
MKFG,1.2576279640197754
SPOT,1.2517187595367432
IPG,1.2450100183486938
OMC,1.2448599338531494
WAT,1.2439935207366943
PPG,1.2165241241455078
CC,1.2151259183883667
WPP,1.2141128778457642
BCE,1.207918405532837
CW,1.2016339302062988
SAM,1.2014713287353516
T,1.2012650966644287
SKM,1.1969538927078247
DIS,1.1910111904144287
OLN,1.1823961734771729
RCI,1.180995225906372
ORAN,1.1803889274597168
VZ,1.171954870223999
SKLZ,1.1635849475860596
BRC,1.1606779098510742
SPHR,1.154561996459961
EXK,1.1411967277526855
MCS,1.1395936012268066
TU,1.1378482580184937
KT,1.1374109983444214
AVNS,1.1328165531158447
RYAM,1.123261332511902
GETY,1.11642587184906
CMCM,1.1130926609039309
NEXA,1.1124612092971802
SII,1.1104679107666016
AA,1.10111665725708
TEF,1.097981572151184
MT,1.095584511756897
FSM,1.0845134258270264
JHX,1.0778555870056152
TEO,1.076038122177124
WLYB,1.0743366479873655
WLY,1.0743366479873655
AMC,1.0402278900146484
NRDY,1.03516685962677
SUP,1.0128252506256104
TSN,1.0106985569000244
ENOV,0.967618763446808
SID,0.9590153694152832
DNMR,0.9578978419303894
SBSW,0.9461203813552856
HL,0.9383650422096252
PKX,0.9353972673416138
PAR,0.9298490285873412
SITE,0.928922176361084
CCO,0.9076059460639954
IFF,0.8930072784423828
WMK,0.8846249580383301
FUBO,0.8825055360794067
CDE,0.8662632703781128
TEX,0.8628910183906555
USPH,0.850501298904419
POST,0.844129204750061
NEM,0.8305652737617493
B,0.8234786987304688
ASIX,0.7973489761352539
WOW,0.7933223247528076
MSA,0.76434326171875
DOW,0.7431540489196777
AMWL,0.7392988204956055
X,0.7329227924346924
GENI,0.7026633024215698
IMAX,0.6876535415649414
NGVT,0.6625546216964722
GNRC,0.6559264659881592
AVD,0.6503315567970276
TFX,0.6041916608810425
ODC,0.5997359156608582
GRC,0.5730897784233093
QBTS,0.5433207154273987
FNV,0.5199841260910034
LOMA,0.502185583114624
AVNT,0.4948061108589172
RIO,0.4892582893371582
ICL,0.4663822650909424
DAO,0.4560625553131103
HBM,0.4105396866798401
XHR,0.3964921534061432
ALC,0.3950359225273132
AGRO,0.3578499257564544
EMN,0.3576325178146362
RBOT,0.3573700487613678
IR,0.34959876537323
BUD,0.3364112377166748
ACHR,0.3223248422145843
DM,0.2930792272090912
BRBR,0.2728607952594757
SSL,0.2440338730812072
ADCT,0.235072374343872
KMX,0.2344180941581726
BHIL,0.1812043190002441
GLT,0.1250436902046203
OWLT,0.1195590496063232
BHP,0.1043131351470947
NUS,0.0510302186012268
CTVA,0.0291668772697448
MAX,0.0138737559318542
CE,0.0096119046211242
BVN,0.0023404359817504
RNGR,-0.0280759334564209
JMIA,-0.0352867245674133
NVST,-0.1135021448135376
DTC,-0.1676502823829651
MUX,-0.1678447723388672
CX,-0.1991696953773498
LVWR,-0.2219192385673523
DSX,-0.229641318321228
DRD,-0.3395493626594543
AZZ,-0.3525823950767517
ALUR,-0.4172700047492981
TPB,-0.4332876801490783
HBB,-0.4435719847679138
ODV,-0.465739905834198
OUST,-0.4681972861289978
CPAC,-0.5237026810646057
NTR,-0.5511338114738464
GME,-0.5663600564002991
RYN,-0.6049506068229675
GIC,-0.6120015978813171
LYB,-0.616962730884552
MOS,-0.6447035670280457
CHPT,-0.6786515116691589
DAR,-0.7086325287818909
ECL,-0.711595356464386
CHGG,-0.7788309454917908
PFGC,-0.8278482556343079
DNA,-0.8282691836357117
LYV,-0.8793174624443054
EVA,-0.9232388138771056
ZEPP,-0.9705323576927184
AEVA,-1.0116660594940186
BTI,-1.130231857299805
MEC,-1.275315761566162
CTLT,-1.2827401161193848
USNA,-1.3175020217895508
SMG,-1.356299638748169
FUL,-1.3795382976531982
CLF,-1.5088858604431152
CGA,-1.535292387008667
INGR,-1.5934906005859375
EXP,-1.7059316635131836
SHAK,-1.7497246265411377
RLX,-1.7857444286346436
TR,-1.7915644645690918
MYTE,-2.0302298069000244
TSE,-2.2148900032043457
SHW,-2.2424862384796143
MATV,-2.2446086406707764
ALB,-2.264040231704712
SPB,-2.343277931213379
SJT,-2.4685721397399902
WFG,-2.5474958419799805
SXC,-2.5598607063293457
EVTL,-2.6057446002960205
IAG,-2.773386716842652
TGLS,-3.005491018295288
TREX,-3.0107462406158447
PAAS,-3.0619213581085205
AGI,-3.2802908420562744
RFL,-3.5448765754699707
MSC,-3.621243953704834
ANVS,-3.862478733062744
CCU,-3.9957895278930655
HIMS,-4.635464191436768
TROX,-4.718202590942383
SST,-4.80828857421875
UVV,-4.82763147354126
ALTM,-4.853341579437256
FMX,-5.0064616203308105
AMR,-5.464095592498779
WNC,-5.576502323150635
PDO,-6.116832733154297
ARCH,-6.14975118637085
BEDU,-6.735653400421143
OR,-7.00752067565918
FEDU,-7.089629650115967
MP,-7.17062520980835
TECK,-7.379464626312256
SAND,-7.464237689971924
AXTA,-7.579111576080322
RCUS,-7.611860752105713
HUN,-7.630998134613037
BFLY,-7.67750883102417
TAL,-7.794357776641846
CGAU,-7.860488414764404
QGEN,-8.040830612182617
GWH,-8.52462100982666
FCX,-8.758865356445312
BGS,-9.053627014160156
BKE,-9.611918449401855
RPM,-9.620949745178224
SCCO,-10.078060150146484
CINT,-11.009151458740234
MSM,-12.09043312072754
NEU,-12.432379722595217
SUZ,-12.65886116027832
ERO,-12.698720932006836
ENZ,-12.826152801513672
CLW,-13.014524459838867
WPM,-13.115727424621582
KRO,-13.131263732910156
KGC,-14.03081226348877
EGO,-14.542892456054688
SQM,-14.67153263092041
GOLD,-14.926087379455566
APD,-15.929551124572754
VHI,-15.945807456970217
WLK,-16.083553314208984
MTX,-16.32533836364746
CNMD,-16.366670608520508
GFI,-16.556638717651367
HCC,-16.742399215698242
CLH,-17.148387908935547
PBT,-18.43864250183105
SCL,-18.634729385375977
SUM,-18.75856208801269
AG,-18.9281005859375
FMC,-19.033620834350582
DD,-19.08191680908203
HYLN,-19.21543502807617
GGB,-19.66204643249512
LXU,-20.248146057128903
ASH,-20.5689697265625
BCC,-20.80980491638184
FF,-20.84952163696289
CF,-20.937639236450195
IPI,-21.506303787231445
KWR,-21.536291122436523
WLKP,-22.04747200012207
TX,-23.135910034179688
ESI,-23.26353073120117
VMC,-23.564098358154297
SA,-24.28026390075684
SBR,-24.464807510375977
COUR,-24.61764335632324
MTRN,-24.63458251953125
SSD,-24.67180824279785
GATO,-25.78447532653809
YSG,-25.864261627197266
NUE,-26.027183532714844
SXT,-26.698047637939453
MLM,-27.629329681396484
RS,-27.759424209594727
YPF,-31.7578353881836
CMC,-32.59074401855469
NUVB,-33.1987190246582
REX,-33.922088623046875
SPCE,-45.61348342895508
JOBY,-81.58282470703125
NRT,-86.18795013427734
